device,VIN,data_collector,elapsed_time_s,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,,App2Car,91.000,14.3,21.0,,26.0,734.0,25.0,0.1843535304069519,-1.678335428237915,10.201693534851074,10.340471314832524,,-0.5,36.0,1.77,14.0,56.08,,546.72,,,0,Etanol,,,0.0,0.8,73.0,0.0,1.0,1.0,372.0,-3.13,Gasolina
,,App2Car,92.000,14.3,21.0,,26.0,769.0,19.0,0.2250549644231796,0.9145850539207458,7.129932880401611,7.191874473104961,,-0.5,36.0,1.73,14.0,56.08,,431.0,,,0,Etanol,,,0.0,0.7,73.0,0.0,1.0,1.0,372.0,-3.13,Gasolina
,,App2Car,93.001,14.3,20.0,,29.0,878.0,19.0,0.5171475410461426,2.118868589401245,10.663774490356444,10.88453637320112,,13.5,36.0,1.75,14.0,56.08,,401.265,,,0,Etanol,,,0.0,0.7666666666666667,73.0,0.0,1.0,0.77,372.0,-3.13,Gasolina
,,App2Car,94.000,14.3,75.0,,74.0,1068.0,21.0,-0.2896983921527862,1.9297266006469729,8.913613319396973,9.124706697718649,,8.0,36.0,9.27,22.0,56.08,,1568.64,,,0,Gasolina,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.77,372.0,-3.13,Gasolina
,,App2Car,95.000,14.3,80.0,,81.0,1369.0,26.0,-0.454898327589035,2.22660756111145,9.330204010009766,9.60299018993794,,8.0,36.0,11.11,23.0,56.08,,1805.59,,,0,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.87,372.0,-3.13,Gasolina
,,App2Car,96.004,14.3,76.0,,79.0,1526.0,29.0,0.0885854661464691,2.240972757339477,9.856928825378418,10.108850189439254,,13.0,35.0,12.86,24.0,56.08,,1922.19,,,0,Gasolina,,,0.0,0.9666666666666668,73.0,0.0,2.0,0.87,372.0,-3.13,Gasolina
,,App2Car,97.000,14.3,74.0,,76.0,1709.0,33.0,0.4261679053306579,1.7956513166427612,9.569623947143556,9.745957378535891,,17.5,35.0,12.42,17.0,56.08,,1823.815,,,0,Gasolina,,,0.0,0.9,73.0,0.0,2.0,0.77,372.0,-3.13,Gasolina
,,App2Car,98.001,14.3,14.0,,20.0,1277.0,34.0,0.0071826050989329,2.078166961669922,8.736441612243652,8.980213892471319,,4.0,35.0,2.33,15.0,56.08,,791.28,,,0,Gasolina,,,0.0,0.8333333333333334,73.0,0.0,2.0,0.8,372.0,-3.13,Gasolina
,,App2Car,99.001,14.3,90.0,,83.0,1393.0,36.0,-0.304063618183136,1.9321208000183103,8.276755332946777,8.504717767876189,,7.0,35.0,13.08,24.0,56.08,,2389.59,,,1,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.73,372.0,-3.13,Gasolina
,,App2Car,100.001,14.3,87.0,,89.0,1487.0,38.0,-0.2442085742950439,2.006340980529785,9.84495735168457,10.050284932000707,,9.0,35.0,13.87,26.0,56.08,,2554.375,,,1,Gasolina,,,0.0,0.8666666666666667,73.0,0.0,2.0,0.87,372.0,-3.13,Gasolina
,,App2Car,101.001,14.3,55.0,,51.0,1619.0,42.0,-0.5913678407669067,1.1635819673538208,9.361329078674316,9.45188452305029,,10.5,35.0,9.27,19.0,56.08,,1648.725,,,0,Gasolina,,,0.0,0.9666666666666668,73.0,0.0,2.0,0.8,372.0,-3.13,Gasolina
,,App2Car,102.001,14.3,53.0,,56.0,1667.0,43.0,-0.2489969730377197,1.357512354850769,9.385271072387695,9.486208535993276,,22.0,35.0,9.08,21.0,56.08,,1766.525,,,0,Gasolina,,,0.0,0.9333333333333332,73.0,0.0,2.0,0.53,372.0,-3.13,Gasolina
,,App2Car,103.001,14.3,60.0,,61.0,1715.0,44.0,-0.035913024097681,1.2641384601593018,9.588777542114258,9.671814232289025,,21.5,35.0,11.55,25.0,56.08,,2191.8,,,1,Gasolina,,,0.0,0.8333333333333334,73.0,0.0,2.0,0.83,372.0,-3.13,Gasolina
,,App2Car,104.001,14.3,57.0,,63.0,1826.0,46.0,0.2442085742950439,1.01753568649292,9.006986618041992,9.067569941204388,,19.0,35.0,10.76,22.0,56.08,,2045.58,,,0,Gasolina,,,0.0,0.8666666666666667,73.0,0.0,2.0,0.87,372.0,-3.13,Gasolina
,,App2Car,105.000,14.3,12.0,,20.0,1824.0,47.0,-0.4213795065879822,0.629675030708313,9.825803756713867,9.854971882168014,,-18.5,35.0,2.33,15.0,56.08,,981.17,,,0,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.9,372.0,-3.13,Gasolina
,,App2Car,106.002,14.3,12.0,,18.0,1802.0,46.0,-0.0430956296622753,0.9026140570640564,9.404424667358398,9.447739025466609,,-19.0,35.0,2.26,15.0,56.08,,957.58,,,0,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.6,372.0,-3.13,Gasolina
,,App2Car,107.000,14.3,21.0,,31.0,1783.0,46.0,-0.2825157940387726,1.2641384601593018,9.955090522766112,10.03900834429392,,16.5,35.0,3.84,17.0,56.08,,1146.09,,,0,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.6,372.0,-3.13,Gasolina
,,App2Car,108.002,14.3,48.0,,51.0,1793.0,47.0,-0.0263362191617488,1.256955862045288,9.871294021606444,9.951033981279176,,24.5,35.0,10.51,21.0,56.08,,1825.01,,,0,Gasolina,,,0.0,0.8,73.0,0.0,2.0,0.67,372.0,-3.13,Gasolina
,,App2Car,109.001,14.3,63.0,,77.0,1831.0,48.0,0.2513911724090576,1.6304513216018677,10.11550235748291,10.249144207099478,,23.5,35.0,17.21,25.0,56.08,,2403.705,,,1,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.7,372.0,-3.13,Gasolina
,,App2Car,110.001,14.3,62.0,,75.0,1972.0,51.0,0.0574608407914638,1.486799240112305,9.100360870361328,9.221195242452389,,21.5,35.0,12.27,23.0,56.08,,2331.5550000000003,,,1,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.77,372.0,-3.13,Gasolina
,,App2Car,111.001,14.3,51.0,,29.0,2018.0,51.0,-0.1963245421648025,1.0055646896362305,9.708487510681152,9.762398958040556,,20.0,35.0,14.5,18.0,56.08,,1923.72,,,0,Gasolina,,,0.0,0.8333333333333334,73.0,0.0,2.0,0.9,372.0,-3.13,Gasolina
,,App2Car,112.001,14.3,16.0,,21.0,2018.0,53.0,-0.0119710080325603,0.9624691009521484,9.897629737854004,9.944323230012834,,4.0,35.0,2.16,14.0,56.08,,1179.21,,,0,Gasolina,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.87,372.0,-3.13,Gasolina
,,App2Car,113.000,14.3,74.0,,71.0,1823.0,52.0,0.1005564704537391,1.9249382019042969,9.41639518737793,9.611659430596514,,6.0,35.0,13.6,24.0,56.08,,2034.27,,,0,Gasolina,,,0.0,0.7,73.0,0.0,2.0,0.8,372.0,-3.13,Gasolina
,,App2Car,114.000,14.3,66.0,,66.0,1730.0,54.0,0.5985504388809204,1.3239935636520386,10.120290756225586,10.224065070950086,,18.5,35.0,11.83,22.0,56.08,,2358.0,,,1,Gasolina,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.77,372.0,-3.13,Gasolina
,,App2Car,115.002,14.3,55.0,,54.0,1749.0,55.0,0.1771709322929382,0.9050082564353944,9.81143856048584,9.85468193853329,,25.0,35.0,10.01,20.0,56.08,,2061.95,,,0,Gasolina,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.77,372.0,-3.13,Gasolina
,,App2Car,116.001,14.3,51.0,,52.0,1766.0,55.0,0.3711012601852417,1.2401964664459229,9.593565940856934,9.68051191220104,,24.5,35.0,9.27,20.0,56.08,,1986.97,,,0,Gasolina,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.5,372.0,-3.13,Gasolina
,,App2Car,117.001,14.3,51.0,,52.0,1779.0,55.0,0.2968810200691223,1.1204863786697388,9.100360870361328,9.173886637389046,,24.5,35.0,9.21,21.0,56.08,,1986.97,,,0,Etanol,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.57,372.0,-3.13,Gasolina
,,App2Car,118.001,14.3,51.0,,52.0,1795.0,56.0,-0.2873041927814483,1.2976573705673218,8.676587104797363,8.77779141571007,,25.5,35.0,9.51,20.0,56.08,,2030.325,,,0,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.5,372.0,-3.13,Gasolina
,,App2Car,119.002,14.3,47.0,,49.0,1810.0,56.0,-0.0143652101978659,1.0893617868423462,9.880870819091797,9.9407506560358,,26.5,35.0,8.84,20.0,56.08,,1954.425,,,0,Gasolina,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.5,372.0,-3.13,Gasolina
,,App2Car,120.000,14.4,49.0,,50.0,1810.0,56.0,0.2801215946674347,1.2234370708465576,8.71489429473877,8.804808285396735,,26.5,35.0,9.33,20.0,50.59,,2000.25,,,0,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.5,432.0,-7.81,Gasolina
,,App2Car,121.001,14.4,49.0,,35.0,1825.0,57.0,0.1987187415361404,1.0797849893569946,9.162610054016112,9.228155165765015,,26.5,35.0,9.27,20.0,50.59,,2000.25,,,0,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.5,432.0,-7.81,Gasolina
,,App2Car,122.002,14.4,60.0,,59.0,1837.0,57.0,-0.3734954595565796,1.4700398445129397,10.347740173339844,10.45830974382172,,18.5,35.0,11.47,22.0,50.59,,2359.8900000000003,,,1,Gasolina,,,0.0,0.7,84.0,0.0,2.0,0.5,432.0,-7.81,Gasolina
,,App2Car,123.000,14.4,81.0,,75.0,1858.0,57.0,0.6320692300796509,1.3527239561080933,9.737217903137209,9.851029697763476,,21.5,35.0,15.46,24.0,50.59,,2923.53,,,1,Gasolina,,,0.0,0.6666666666666666,84.0,0.0,2.0,0.67,432.0,-7.81,Gasolina
,,App2Car,124.001,14.4,68.0,,70.0,1885.0,58.0,-0.1675941199064254,1.137245774269104,8.592789649963379,8.669339635095508,,19.5,35.0,14.41,23.0,50.59,,2619.54,,,1,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.5,432.0,-7.81,Gasolina
,,App2Car,125.001,14.4,70.0,,70.0,1902.0,59.0,0.2035071402788162,1.7190368175506592,9.370905876159668,9.52944802578213,,21.5,34.0,13.6,24.0,50.59,,2763.825,,,1,Gasolina,,,0.0,0.7,84.0,0.0,2.0,0.57,432.0,-7.81,Gasolina
,,App2Car,126.002,14.4,70.0,,70.0,1902.0,59.0,-0.5051765441894531,1.5394717454910278,9.579200744628906,9.71525931212664,,,34.0,13.78,23.0,50.59,,2763.825,,,1,Gasolina,,,0.0,0.5666666666666667,84.0,0.0,2.0,0.77,432.0,-7.81,Gasolina
,,App2Car,127.004,14.4,69.0,,62.0,1880.0,59.0,-0.2442085742950439,0.950498104095459,9.780313491821287,9.829426049976156,,21.5,34.0,14.05,24.0,50.59,,2753.28,,,1,Gasolina,,,0.0,0.6666666666666666,84.0,0.0,2.0,0.7,432.0,-7.81,Gasolina
,,App2Car,128.001,14.4,13.0,,18.0,1808.0,56.0,0.6129156351089478,0.9840168952941896,12.15057373046875,12.20575261118882,,-19.0,34.0,2.42,15.0,50.59,,1141.26,,,0,Gasolina,,,0.0,0.6,84.0,0.0,2.0,0.87,432.0,-7.81,Gasolina
,,App2Car,129.002,14.4,12.0,,18.0,1713.0,53.0,0.5171475410461426,0.6105214357376099,8.643068313598633,8.680023495143196,,-19.0,34.0,2.33,15.0,50.59,,1124.72,,,0,Gasolina,,,0.0,0.6666666666666666,84.0,0.0,2.0,0.7,432.0,-7.81,Gasolina
,,App2Car,130.001,14.4,12.0,,18.0,1618.0,50.0,0.1771709322929382,-0.0407014302909374,9.909601211547852,9.911268451494388,,-23.0,35.0,2.14,15.0,50.59,,1124.72,,,0,Etanol,,,0.0,0.6333333333333333,84.0,0.0,2.0,0.57,432.0,-7.81,Gasolina
,,App2Car,131.004,14.4,13.0,,18.0,1526.0,47.0,0.2537853717803955,0.2705447971820831,9.524134635925291,9.531355730715532,,-24.5,35.0,2.14,15.0,50.59,,982.17,,,0,Etanol,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.63,432.0,-7.81,Gasolina
,,App2Car,132.000,14.4,13.0,,18.0,1409.0,44.0,0.1532289087772369,0.1268926858901977,9.75397777557373,9.756006524116502,,-25.0,35.0,2.03,15.0,50.59,,982.17,,,0,Etanol,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.77,432.0,-7.81,Gasolina
,,App2Car,133.001,14.4,16.0,,22.0,774.0,40.0,0.727837324142456,0.237025961279869,9.502586364746094,9.533366461864029,,-8.0,35.0,2.05,14.0,50.59,,842.7,,,0,Etanol,,,0.0,0.8,84.0,0.0,1.0,0.6,432.0,-7.81,Gasolina
,,App2Car,134.000,14.4,23.0,,27.0,757.0,40.0,0.6775590777397156,-0.1915361285209655,9.725247383117676,9.750703003127184,,-8.0,35.0,1.79,14.0,50.59,,684.81,,,0,Etanol,,,0.0,0.6666666666666666,84.0,0.0,1.0,0.9,432.0,-7.81,Gasolina
,,App2Car,135.001,14.4,20.0,,26.0,797.0,32.0,0.8140285611152649,0.4692635238170624,9.945513725280762,9.98979949813031,,-1.0,35.0,1.73,14.0,50.59,,593.1750000000001,,,0,Etanol,,,0.0,0.8,84.0,0.0,1.0,1.0,432.0,-7.81,Gasolina
,,App2Car,136.005,14.4,20.0,,26.0,757.0,31.0,1.4891934394836426,0.7326257228851318,10.836156845092772,10.962514890365489,,-1.0,36.0,1.71,14.0,50.59,,593.1750000000001,,,0,Etanol,,,0.0,0.7666666666666667,84.0,0.0,1.0,0.97,432.0,-7.81,Gasolina
,,App2Car,137.001,14.4,22.0,,26.0,760.0,31.0,2.2625205516815186,0.8667010068893433,8.956708908081055,9.278620821341002,,-1.0,36.0,1.81,14.0,50.59,,571.605,,,0,Etanol,,,0.0,0.7666666666666667,84.0,0.0,1.0,1.0,432.0,-7.81,Gasolina
,,App2Car,138.001,14.4,18.0,,35.0,1185.0,29.0,1.4101848602294922,1.161187767982483,9.028534889221191,9.211483084629585,,23.5,36.0,4.64,15.0,50.59,,553.7,,,0,Etanol,,,0.0,0.8333333333333334,84.0,0.0,1.0,0.97,432.0,-7.81,Gasolina
,,App2Car,139.001,14.4,37.0,,40.0,1191.0,30.0,-0.363918662071228,1.1994950771331787,9.29189682006836,9.37606376617965,,23.0,36.0,4.68,16.0,50.59,,934.985,,,0,Etanol,,,0.0,0.5666666666666667,84.0,0.0,2.0,0.87,432.0,-7.81,Gasolina
,,App2Car,140.001,14.4,15.0,,22.0,1176.0,31.0,-1.338358759880066,0.3112462162971496,10.086771965026855,10.17993354849425,,12.5,36.0,1.93,14.0,50.59,,596.85,,,0,Etanol,,,0.0,0.8666666666666667,84.0,0.0,1.0,0.57,432.0,-7.81,Gasolina
,,App2Car,141.001,14.4,16.0,,21.0,1144.0,30.0,-1.256955862045288,0.3974374830722809,10.144232749938965,10.229533355779974,,-23.0,36.0,1.97,14.0,50.59,,592.48,,,0,Etanol,,,0.0,0.7,84.0,0.0,1.0,0.6,432.0,-7.81,Gasolina
,,App2Car,142.002,14.4,18.0,,22.0,1156.0,29.0,-1.8339585065841677,-0.0981622710824012,9.418789863586426,9.596178516979291,,11.0,36.0,2.21,14.0,50.59,,610.5600000000001,,,0,Etanol,,,0.0,0.8,84.0,0.0,1.0,0.8,432.0,-7.81,Gasolina
,,App2Car,143.001,14.4,16.0,,26.0,1103.0,29.0,-2.164358377456665,0.646434485912323,9.485827445983888,9.751063894038678,,18.5,36.0,2.93,16.0,50.59,,620.1,,,0,Etanol,,,0.0,0.8666666666666667,84.0,0.0,1.0,0.83,432.0,-7.81,Gasolina
,,App2Car,144.001,14.4,27.0,,33.0,1119.0,29.0,-2.3080103397369385,0.6536170840263367,9.531316757202148,9.828536317630729,,22.5,36.0,3.26,16.0,50.59,,756.8399999999999,,,0,Etanol,,,0.0,0.6,84.0,0.0,1.0,0.83,432.0,-7.81,Gasolina
,,App2Car,145.001,14.4,39.0,,42.0,1139.0,29.0,-2.7748796939849854,0.8834604024887085,9.430760383605955,9.870141894210402,,22.5,36.0,4.68,18.0,50.59,,992.46,,,0,Etanol,,,0.0,0.7,84.0,0.0,2.0,0.7,432.0,-7.81,Gasolina
,,App2Car,146.001,14.4,43.0,,51.0,1175.0,30.0,-3.2345664501190186,0.8930372595787048,9.17936897277832,9.77347176829384,,22.0,35.0,5.33,19.0,50.59,,1122.375,,,0,Gasolina,,,0.0,0.7,84.0,0.0,2.0,0.57,432.0,-7.81,Gasolina
,,App2Car,147.000,14.4,54.0,,55.0,1207.0,31.0,-2.999934673309326,1.4484920501708984,8.777143478393555,9.388076741475771,,18.0,35.0,6.88,19.0,50.59,,1291.5,,,0,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.73,432.0,-7.81,Gasolina
,,App2Car,148.001,14.4,53.0,,55.0,1245.0,32.0,-2.8179752826690674,1.486799240112305,10.017339706420898,10.511833877491076,,19.5,35.0,6.88,19.0,50.59,,1304.94,,,0,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.77,432.0,-7.81,Gasolina
,,App2Car,149.001,14.4,49.0,,42.0,1284.0,33.0,-2.492363929748535,1.1540051698684692,9.493009567260742,9.882349747630808,,27.0,35.0,6.67,18.0,50.59,,1233.225,,,0,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.7,432.0,-7.81,Gasolina
,,App2Car,150.002,14.4,22.0,,23.0,1279.0,33.0,-0.6177040338516235,0.8619126081466675,9.818621635437012,9.87571680625718,,27.0,35.0,2.9,16.0,50.59,,793.1,,,0,Gasolina,,,0.0,0.6333333333333333,84.0,0.0,1.0,0.73,432.0,-7.81,Gasolina
,,App2Car,151.001,14.4,15.0,,21.0,1279.0,33.0,0.8978256583213806,0.5506663918495178,10.278307914733888,10.332131337625071,,-12.0,35.0,2.03,14.0,50.59,,642.9599999999999,,,0,Etanol,,,0.0,0.6666666666666666,84.0,0.0,1.0,0.57,432.0,-7.81,Gasolina
,,App2Car,152.000,14.4,15.0,,21.0,1233.0,32.0,1.522712230682373,0.0335188247263431,9.457097053527832,9.57895927170199,,-24.5,35.0,1.91,14.0,50.59,,618.755,,,0,Etanol,,,0.0,0.7,84.0,0.0,1.0,0.63,432.0,-7.81,Gasolina
,,App2Car,153.001,14.4,25.0,,21.0,1185.0,30.0,2.43011474609375,0.4477157294750213,9.974244117736816,10.275770179106242,,-13.0,35.0,1.97,16.0,50.59,,765.875,,,0,Etanol,,,1.0,0.5,84.0,0.0,1.0,1.0,432.0,-7.81,Gasolina
,,App2Car,154.001,14.4,25.0,,30.0,1167.0,30.0,1.577778935432434,0.5722141861915588,9.215282440185549,9.36686958894834,,22.5,35.0,3.95,17.0,50.59,,765.875,,,0,Etanol,,,0.0,0.6333333333333333,84.0,0.0,1.0,0.93,432.0,-7.81,Gasolina
,,App2Car,155.000,14.4,31.0,,31.0,1172.0,30.0,0.6200982332229614,0.9768342971801758,9.75397777557373,9.822362725402682,,26.0,35.0,2.75,17.0,50.59,,874.435,,,0,Etanol,,,0.0,0.5666666666666667,84.0,0.0,1.0,0.83,432.0,-7.81,Gasolina
,,App2Car,156.001,14.4,15.0,,22.0,967.0,30.0,-0.071826048195362,0.4261679053306579,10.60152530670166,10.610330668427306,,-11.5,36.0,1.83,14.0,50.59,,578.7,,,0,Etanol,,,0.0,0.7,84.0,0.0,1.0,0.63,432.0,-7.81,Gasolina
,,App2Car,157.003,14.4,21.0,,27.0,704.0,28.0,-0.0454898327589035,-0.6440402865409851,10.608707427978516,10.62833620601168,,1.5,36.0,1.75,14.0,50.59,,515.48,,,0,Etanol,,,0.0,0.8,84.0,0.0,1.0,0.57,432.0,-7.81,Gasolina
,,App2Car,158.003,14.4,20.0,,26.0,796.0,24.0,-0.1149216815829277,-0.7876923680305481,9.873687744140623,9.90572440199828,,-1.0,36.0,1.79,14.0,50.59,,480.48,,,0,Etanol,,,0.0,0.8,84.0,0.0,1.0,0.97,432.0,-7.81,Gasolina
,,App2Car,159.001,14.4,22.0,,27.0,796.0,21.0,0.5027823448181152,0.4381389021873474,10.338163375854492,10.359651430899106,,-1.0,36.0,,,50.59,,171.14,,,0,Etanol,,,0.0,0.7666666666666667,84.0,0.0,0.0,1.0,432.0,-7.81,Gasolina
,,App2Car,160.000,14.4,20.0,,27.0,758.0,16.0,0.7733271718025208,0.6057330369949341,8.710105895996094,8.7653232767663,,-1.0,36.0,1.73,,50.59,,136.44,,,0,Etanol,,,0.0,0.7,84.0,0.0,0.0,0.83,432.0,-7.81,Gasolina
,,App2Car,161.002,14.4,20.0,,35.0,876.0,16.0,0.3615244626998901,1.7381904125213623,9.8784761428833,10.036747319367274,,15.0,36.0,9.02,23.0,50.59,,571.68,,,0,Gasolina,,,0.0,0.7666666666666667,84.0,0.0,1.0,0.63,432.0,-7.81,Gasolina
,,App2Car,162.002,14.4,91.0,,88.0,982.0,19.0,0.0119710080325603,2.1595699787139893,10.299856185913086,10.523826454692614,,3.0,36.0,9.57,23.0,50.59,,1699.16,,,0,Gasolina,,,0.0,0.6666666666666666,84.0,0.0,2.0,0.77,432.0,-7.81,Gasolina
,,App2Car,163.004,14.4,81.0,,84.0,1166.0,23.0,-0.4022258818149566,1.9584569931030276,8.700529098510742,8.927292201326678,,6.0,35.0,9.57,23.0,50.59,,1641.0,,,0,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,2.0,0.87,432.0,-7.81,Gasolina
,,App2Car,164.001,14.4,82.0,,85.0,1397.0,27.0,0.4740519225597381,1.802833914756775,10.333374977111816,10.50017017800571,,6.0,35.0,11.55,24.0,50.59,,1872.15,,,0,Gasolina,,,0.0,0.7666666666666667,84.0,0.0,2.0,0.83,432.0,-7.81,Gasolina
,,App2Car,165.000,14.4,81.0,,82.0,1607.0,27.0,-0.102950669825077,1.9776105880737305,8.899248123168945,9.116916125324655,,10.0,35.0,12.86,24.0,50.59,,2050.38,,,0,Gasolina,,,0.0,0.9333333333333332,84.0,0.0,2.0,0.8,432.0,-7.81,Gasolina
,,App2Car,166.000,14.4,76.0,,74.0,1607.0,31.0,0.2154781520366668,2.123656988143921,10.17296314239502,10.394495126451558,,13.0,35.0,13.6,24.0,50.59,,2143.745,,,0,Gasolina,,,0.0,0.9666666666666668,84.0,0.0,2.0,0.87,432.0,-7.81,Gasolina
,,App2Car,167.000,14.4,76.0,,74.0,1821.0,35.0,-0.0885854661464691,1.1324573755264282,10.426748275756836,10.488440622809224,,21.0,35.0,10.83,15.0,50.59,,1843.155,,,0,Gasolina,,,0.0,0.8666666666666667,84.0,0.0,2.0,0.87,432.0,-7.81,Gasolina
,,App2Car,168.001,14.4,16.0,,25.0,1843.0,37.0,-0.4118026793003082,0.8451532125473022,10.18493366241455,10.228232452733122,,4.0,35.0,2.4,15.0,50.59,,885.895,,,0,Gasolina,,,0.0,0.9,84.0,0.0,1.0,0.67,432.0,-7.81,Gasolina
,,App2Car,169.004,14.4,16.0,,44.0,1539.0,36.0,-0.2178723514080047,1.4724340438842771,10.26633644104004,10.373677954116568,,15.5,35.0,12.79,23.0,50.59,,998.14,,,0,Gasolina,,,0.0,0.9333333333333332,84.0,0.0,2.0,0.93,432.0,-7.81,Gasolina
,,App2Car,170.001,14.4,77.0,,74.0,1462.0,38.0,-0.071826048195362,1.4963760375976562,9.255983352661133,9.37643471964882,,15.5,35.0,12.79,23.0,50.59,,2169.035,,,0,Gasolina,,,0.0,0.9666666666666668,84.0,0.0,2.0,0.83,432.0,-7.81,Gasolina
,,App2Car,171.001,14.4,68.0,,70.0,1532.0,40.0,-0.6344634294509888,1.8315643072128296,9.282320022583008,9.482543786158445,,18.0,35.0,11.26,22.0,50.59,,1940.86,,,0,Gasolina,,,0.0,0.9333333333333332,84.0,0.0,2.0,0.93,432.0,-7.81,Gasolina
,,App2Car,172.000,14.4,62.0,,63.0,1583.0,41.0,0.1005564704537391,1.0271124839782717,9.861717224121094,9.915570496296256,,18.0,35.0,10.51,21.0,50.59,,1852.32,,,0,Gasolina,,,0.0,0.9666666666666668,84.0,0.0,2.0,0.87,432.0,-7.81,Gasolina
,,App2Car,173.001,14.4,62.0,,59.0,1583.0,41.0,0.0478840321302413,1.2330138683319092,9.210494041442873,9.29278303671653,,21.0,35.0,10.19,21.0,50.59,,1852.32,,,0,Gasolina,,,0.0,1.0,84.0,0.0,2.0,0.87,432.0,-7.81,Gasolina
,,App2Car,174.001,14.4,42.0,,59.0,1629.0,42.0,-0.4596867263317108,0.8690952062606812,9.674968719482422,9.724796043458916,,23.5,35.0,8.13,20.0,50.59,,1524.1799999999998,,,0,Gasolina,,,0.0,0.8666666666666667,84.0,0.0,2.0,0.8,432.0,-7.81,Gasolina
,,App2Car,175.003,14.4,36.0,,39.0,1648.0,42.0,0.0023942016996443,1.2186486721038818,9.856928825378418,9.931976449166514,,27.5,35.0,6.26,19.0,50.59,,1382.94,,,0,Gasolina,,,0.0,0.9,84.0,0.0,2.0,0.5,432.0,-7.81,Gasolina
,,App2Car,176.001,14.4,31.0,,31.0,1658.0,43.0,0.3830722570419311,0.9217676520347596,8.322244644165039,8.381894527837161,,31.0,35.0,5.38,17.0,50.59,,1238.76,,,0,Etanol,,,0.0,0.9,84.0,0.0,2.0,0.6,432.0,-7.81,Gasolina
,,App2Car,177.001,14.4,21.0,,25.0,1679.0,43.0,0.3495534360408783,0.3998316824436188,8.904036521911621,8.919860949727282,,26.5,35.0,3.69,16.0,50.59,,1042.56,,,0,Etanol,,,0.0,0.8333333333333334,84.0,0.0,2.0,0.6,432.0,-7.81,Gasolina
,,App2Car,178.002,14.4,12.0,,19.0,1689.0,43.0,-0.4022258818149566,0.2442085742950439,9.210494041442873,9.222506382497963,,-21.0,35.0,2.14,15.0,50.59,,874.2249999999999,,,0,Gasolina,,,0.0,0.7333333333333333,84.0,0.0,1.0,0.6,432.0,-7.81,Gasolina
,,App2Car,179.001,14.4,12.0,,18.0,1696.0,43.0,0.3375824391841888,0.5003881454467773,10.213664054870604,10.23148491789462,,-21.0,35.0,2.16,15.0,50.59,,874.2249999999999,,,0,Gasolina,,,0.0,0.7666666666666667,84.0,0.0,1.0,0.67,432.0,-7.81,Gasolina
,,App2Car,180.000,14.38,12.0,,18.0,1696.0,44.0,0.3591302633285522,0.2873041927814483,9.847352027893066,9.85808603160258,,-21.0,35.0,2.16,15.0,46.67,,894.88,,,0,Gasolina,,,0.0,0.7666666666666667,84.0,0.0,1.0,0.67,492.0,0.0,Gasolina
,,App2Car,181.001,14.38,26.0,,26.0,754.0,44.0,0.3088520169258117,-0.7254431247711182,9.114726066589355,9.148764318999604,,-25.0,35.0,1.97,15.0,46.67,,1118.6,,,0,Gasolina,,,0.0,0.5666666666666667,84.0,0.0,2.0,0.53,492.0,0.0,Gasolina
,,App2Car,182.001,14.38,21.0,,26.0,754.0,42.0,-0.586579442024231,-0.6272808313369751,9.512163162231444,9.55085361148841,,-2.0,35.0,1.77,14.0,46.67,,678.51,,,0,Etanol,,,0.0,0.7,84.0,0.0,1.0,0.6,492.0,0.0,Gasolina
